Estado civil,Nacionalidade,Migração,Gênero,Idade na matrícula,Estrangeiro,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Necessidades educacionais especiais,Devedor,Taxas de matrícula em dia,Bolsista,Taxa de desemprego,Taxa de inflação,PIB,Modo de inscrição,Ordem de inscrição,Curso,Frequência diurna/noturna   ,Qualificação prévia,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (avaliações),disciplinas 1º semestre (aprovadas),disciplinas 1º semestre (nota),disciplinas 1º semestre (sem avaliações),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (avaliações),disciplinas 2º semestre (aprovadas),disciplinas 2º semestre (nota),disciplinas 2º semestre (sem avaliações),Situação
1,1,1,0,18,0,38,38,9,10,0,0,1,0,10.8,1.4,1.74,1,1,9085,1,1,0,5,7,3,12.333.333.333.333.300,0,0,5,9,5,12.6,0,Graduado
1,1,1,0,19,0,38,37,9,8,0,0,1,1,13.9,-0.3,0.79,17,1,9500,1,1,0,7,10,6,12.583.333.333.333.300,0,0,8,8,7,12.671.428.571.428.500,0,Graduado
1,1,1,0,19,0,12,37,5,9,0,0,1,0,12.4,0.5,1.79,1,6,9500,1,1,0,7,8,6,13.731.666.666.666.600,0,0,8,10,7,13.771.428.571.428.500,0,Desistente
1,1,0,1,43,0,37,37,9,4,0,0,1,0,16.2,0.3,-0.92,39,1,9003,1,19,0,6,8,6,12.875,0,0,6,14,5,12.142.857.142.857.100,0,Matriculado
2,1,0,1,47,0,37,25,0,4,0,0,1,0,9.4,-0.8,-3.12,42,1,9070,1,1,8,10,14,8,14.625,0,5,7,7,5,13.4,0,Desistente
1,1,1,1,23,0,34,34,99,99,0,0,0,0,7.6,2.6,0.32,42,1,9147,1,1,0,3,3,0,0.0,0,0,2,2,0,0.0,0,Desistente
1,41,1,0,19,1,19,19,9,9,0,1,1,1,8.9,1.4,3.51,1,1,9238,1,1,0,6,8,6,12.666.666.666.666.600,0,0,6,7,6,12.666.666.666.666.600,0,Graduado
1,1,1,0,20,0,3,3,2,2,0,0,1,0,12.7,3.7,-1.7,42,1,9500,1,1,0,8,11,6,12.491.666.666.666.600,0,0,8,11,6,12.491.666.666.666.600,0,Graduado
1,1,1,0,19,0,1,3,4,4,0,0,1,1,8.9,1.4,3.51,1,1,171,1,1,6,12,12,12,13.666.666.666.666.600,0,4,11,12,11,14.166.666.666.666.600,0,Graduado
1,14,1,0,19,1,37,37,9,9,0,0,1,0,15.5,2.8,-4.06,17,1,9085,1,1,0,6,13,6,16.0,0,0,6,8,6,14.5,0,Graduado
1,1,1,0,19,0,19,37,4,7,0,0,1,0,13.9,-0.3,0.79,44,1,9085,1,39,2,6,8,6,14.142.857.142.857.100,0,1,6,7,6,13.0,0,Graduado
1,1,0,0,39,0,19,19,144,141,0,1,1,1,11.1,0.6,02.02,39,1,8014,0,19,0,6,9,6,11.833.333.333.333.300,0,0,6,9,4,13.75,0,Graduado
1,1,1,0,20,0,1,1,3,5,0,0,1,1,10.8,1.4,1.74,1,1,9070,1,1,0,6,6,6,12.666.666.666.666.600,0,0,6,8,6,13.0,0,Graduado
1,1,1,0,21,0,38,19,9,3,0,0,1,0,7.6,2.6,0.32,17,1,9070,1,1,0,6,6,6,12.5,0,0,6,6,6,12.666.666.666.666.600,0,Graduado
1,24,1,0,22,1,37,19,9,7,0,1,0,0,9.4,-0.8,-3.12,43,5,9238,1,1,5,11,16,9,1.088.888.888.888.880,0,2,10,20,4,11.25,1,Graduado
1,1,1,0,19,0,19,38,5,0,0,0,1,0,7.6,2.6,0.32,1,2,9773,1,1,0,6,11,1,13.0,0,0,5,10,0,0.0,0,Desistente
1,1,1,0,22,0,1,19,141,114,0,0,1,0,13.9,-0.3,0.79,17,1,9670,1,1,0,6,6,6,15.166.666.666.666.600,0,0,6,6,6,16.0,0,Graduado
1,1,1,0,19,0,19,19,3,3,0,0,1,1,12.7,3.7,-1.7,5,2,9853,1,1,0,6,8,6,12.666.666.666.666.600,0,0,6,7,6,12.0,0,Graduado
1,1,1,1,18,0,37,38,9,9,0,1,1,0,7.6,2.6,0.32,1,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
5,1,0,1,26,0,19,19,9,9,0,0,1,0,11.1,0.6,02.02,39,1,9147,1,1,0,5,9,5,12.0,0,0,5,5,5,10.2,0,Matriculado
1,1,0,1,36,0,37,37,9,9,0,0,0,0,12.7,3.7,-1.7,39,1,9991,0,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Desistente
1,1,1,1,20,0,19,2,5,5,0,1,1,1,12.4,0.5,1.79,18,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
2,1,0,1,30,0,37,37,9,7,0,0,1,0,15.5,2.8,-4.06,39,1,9147,1,1,0,5,8,2,11.0,0,0,5,6,4,11.5,0,Desistente
1,1,0,1,24,0,1,1,4,10,0,0,1,0,15.5,2.8,-4.06,43,1,9003,1,1,0,6,7,6,15.714.285.714.285.700,0,0,6,10,6,15.9,0,Desistente
1,1,0,1,26,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,1,1,9147,1,1,11,15,15,11,10.818.181.818.181.800,0,12,14,15,11,11.636.363.636.363.600,1,Desistente
1,1,0,1,19,0,19,38,9,7,0,0,0,0,13.9,-0.3,0.79,1,1,9147,1,1,0,5,16,1,12.0,0,0,5,6,0,0.0,0,Desistente
5,1,0,1,34,0,19,38,9,10,0,0,1,0,12.4,0.5,1.79,39,1,9238,1,1,0,6,8,5,12.6,0,0,6,11,4,11.25,0,Graduado
1,1,1,1,33,0,1,1,1,1,0,0,1,0,9.4,-0.8,-3.12,43,1,9130,1,1,0,5,12,1,13.0,2,0,5,7,3,14.0,0,Matriculado
1,1,1,1,19,0,19,1,9,4,0,0,1,0,9.4,-0.8,-3.12,17,6,9147,1,1,0,5,8,5,11.6,1,0,5,10,4,10.75,0,Graduado
1,1,1,1,26,0,19,1,4,5,0,1,0,0,8.9,1.4,3.51,17,5,9119,1,1,0,5,11,1,10.0,0,0,5,14,1,11.0,0,Desistente
1,1,0,1,29,0,38,37,7,7,0,0,1,0,16.2,0.3,-0.92,39,1,9670,1,1,0,6,7,1,14.0,0,0,6,6,0,0.0,0,Desistente
1,1,1,1,19,0,19,37,9,7,0,0,1,1,8.9,1.4,3.51,17,5,9119,1,1,0,5,9,5,12.6,0,0,5,8,2,12.5,0,Desistente
1,1,1,1,18,0,1,1,9,9,0,0,1,0,12.7,3.7,-1.7,17,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
1,1,0,1,29,0,19,37,9,9,0,0,0,0,11.1,0.6,02.02,39,1,9991,0,19,0,5,11,2,11.333.333.333.333.300,0,0,5,9,1,12.0,0,Desistente
1,1,0,1,21,0,37,37,9,9,0,0,1,0,9.4,-0.8,-3.12,43,1,9254,1,1,0,6,6,6,12.666.666.666.666.600,0,0,6,7,5,11.4,0,Graduado
1,1,0,1,19,0,1,1,4,10,0,0,1,0,10.8,1.4,1.74,17,1,9254,1,1,0,6,7,5,10.8,0,0,6,10,2,10.5,0,Matriculado
1,1,0,1,20,0,38,38,5,10,0,0,1,0,15.5,2.8,-4.06,1,1,9500,1,1,0,7,14,5,1.287.857.142.857.140,0,0,8,15,7,1.185.625,0,Graduado
1,1,0,1,18,0,3,1,2,5,0,0,1,0,7.6,2.6,0.32,1,1,9085,1,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Desistente
1,1,1,1,18,0,38,37,5,5,0,0,1,0,15.5,2.8,-4.06,17,3,9070,1,1,0,6,6,6,12.833.333.333.333.300,0,0,6,8,5,11.4,0,Matriculado
1,1,0,1,21,0,34,34,99,99,0,1,1,1,10.8,1.4,1.74,1,1,9147,1,1,0,5,5,5,12.6,0,0,5,9,3,12.833.333.333.333.300,0,Matriculado
1,1,1,1,20,0,1,1,4,2,0,0,1,0,8.9,1.4,3.51,1,1,9147,1,1,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Desistente
1,1,0,1,30,0,37,37,9,9,0,0,1,1,12.7,3.7,-1.7,39,1,9119,1,1,0,5,11,0,0.0,0,0,5,5,0,0.0,0,Desistente
1,1,1,1,19,0,37,38,4,1,0,0,1,0,13.9,-0.3,0.79,18,2,9670,1,1,0,6,6,6,14.166.666.666.666.600,0,0,6,6,6,14.0,0,Graduado
1,1,1,1,30,0,1,19,9,6,0,0,1,0,8.9,1.4,3.51,51,1,9147,1,1,0,5,7,5,13.4,0,0,5,7,4,13.25,0,Desistente
1,1,1,1,22,0,38,1,5,5,0,0,1,1,12.7,3.7,-1.7,1,1,9147,1,1,0,5,8,5,11.2,0,0,5,13,4,11.25,0,Graduado
1,1,1,1,22,0,37,37,5,10,0,0,1,0,12.4,0.5,1.79,17,3,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
1,1,1,1,19,0,1,1,9,10,0,1,0,0,11.1,0.6,02.02,17,4,9070,1,1,0,6,6,6,12.666.666.666.666.600,0,0,6,8,5,11.8,0,Desistente
1,1,1,1,21,0,1,19,5,3,0,0,1,0,7.6,2.6,0.32,17,2,9670,1,1,0,5,7,3,12.333.333.333.333.300,0,0,5,5,4,11.25,0,Desistente
1,1,0,1,21,0,38,38,151,151,0,0,1,0,7.6,2.6,0.32,17,4,9085,1,1,0,5,7,4,12.25,0,0,5,7,5,12.0,0,Graduado
1,1,1,1,21,0,19,38,9,9,0,1,1,1,15.5,2.8,-4.06,44,1,171,1,39,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
1,1,0,1,27,0,1,19,4,7,0,0,1,0,15.5,2.8,-4.06,39,1,9147,1,1,0,5,13,3,10.75,0,0,5,9,3,10.333.333.333.333.300,0,Desistente
1,1,1,1,32,0,37,37,1,1,0,0,1,0,13.9,-0.3,0.79,43,1,33,1,1,0,7,7,0,0.0,0,0,7,8,0,0.0,0,Desistente
1,1,0,1,40,0,37,1,9,3,0,1,0,0,15.5,2.8,-4.06,39,1,9670,1,12,0,6,13,0,0.0,0,0,6,6,0,0.0,0,Desistente
1,1,1,1,20,0,37,1,5,3,0,0,1,0,7.6,2.6,0.32,1,2,9147,1,1,0,5,9,2,14.333.333.333.333.300,0,0,5,10,2,12.5,0,Matriculado
1,1,1,1,20,0,4,4,2,10,0,0,1,0,12.7,3.7,-1.7,44,1,9130,1,39,1,5,8,2,11.5,0,1,5,13,2,11.5,0,Desistente
1,1,1,1,18,0,37,37,9,9,0,0,1,0,7.6,2.6,0.32,1,3,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
1,1,0,1,21,0,1,38,1,7,0,0,1,0,12.7,3.7,-1.7,43,1,9147,1,1,0,5,11,2,10.5,0,0,5,13,0,0.0,0,Desistente
1,1,0,1,18,0,19,37,5,8,0,0,1,0,12.7,3.7,-1.7,17,1,9670,1,1,0,6,6,6,13.5,0,0,6,0,0,0.0,0,Desistente
1,1,0,1,19,0,1,3,144,123,0,0,1,0,16.2,0.3,-0.92,44,1,9003,1,1,0,6,17,1,11.0,0,0,6,19,0,0.0,0,Matriculado
5,1,0,1,30,0,37,37,7,7,0,0,0,0,15.5,2.8,-4.06,7,1,9070,1,3,0,6,6,1,10.0,0,0,6,6,0,0.0,0,Desistente
1,1,0,1,29,0,19,1,9,1,0,0,1,0,15.5,2.8,-4.06,39,1,9003,1,12,0,6,17,0,0.0,2,0,6,8,0,0.0,0,Desistente
1,1,1,1,18,0,1,1,4,4,0,1,1,0,7.6,2.6,0.32,17,2,9119,1,1,0,5,10,1,12.0,0,0,5,7,3,10.666.666.666.666.600,2,Desistente
1,1,1,1,18,0,1,1,9,9,0,0,1,1,9.4,-0.8,-3.12,1,2,9670,1,1,0,5,6,4,12.25,0,0,5,5,5,12.2,0,Desistente
1,1,0,1,22,0,1,1,3,10,0,0,1,0,15.5,2.8,-4.06,44,1,9003,1,39,4,10,21,5,11.4,1,2,7,13,6,11.666.666.666.666.600,0,Desistente
1,1,1,1,27,0,37,37,5,5,0,0,0,0,12.7,3.7,-1.7,43,2,9991,0,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Desistente
1,1,1,1,20,0,38,1,9,7,0,0,1,0,10.8,1.4,1.74,17,6,9670,1,1,0,6,8,4,14.25,0,0,6,10,5,14.0,0,Graduado
1,1,0,1,42,0,19,38,9,10,0,0,1,0,11.1,0.6,02.02,51,1,8014,0,2,8,12,12,11,14.454.545.454.545.400,0,7,11,11,10,14.2,0,Graduado
1,1,0,1,21,0,38,38,4,8,0,1,1,0,15.5,2.8,-4.06,1,1,9003,1,1,8,12,13,12,14.538.461.538.461.500,0,4,12,14,12,14.461.538.461.538.400,0,Graduado
1,1,0,1,23,0,1,38,7,7,1,0,1,0,16.2,0.3,-0.92,43,1,9500,1,1,0,7,10,6,12.733.333.333.333.300,0,0,8,10,7,11.95,0,Graduado
1,1,1,1,21,0,38,38,9,9,0,0,1,0,8.9,1.4,3.51,51,1,9070,1,1,4,12,13,5,13.2,0,4,12,12,4,13.5,0,Desistente
1,1,1,1,19,0,4,3,1,1,0,0,1,0,12.7,3.7,-1.7,1,3,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
2,1,0,1,40,0,37,37,7,7,0,0,1,1,8.9,1.4,3.51,39,1,9238,1,1,0,6,7,6,12.333.333.333.333.300,0,0,6,10,4,12.75,0,Desistente
1,1,0,1,22,0,19,1,9,5,0,0,1,0,12.7,3.7,-1.7,43,1,9147,1,1,5,9,9,5,11.2,0,5,9,14,7,11.25,2,Desistente
1,1,1,1,19,0,38,37,9,9,0,0,1,0,7.6,2.6,0.32,1,2,9500,1,1,0,7,7,6,13.2,0,0,7,7,6,13.2,0,Graduado
1,1,0,1,24,0,19,37,9,9,0,0,1,1,12.7,3.7,-1.7,39,1,9119,1,1,0,5,8,5,11.833.333.333.333.300,0,0,5,8,4,14.0,0,Matriculado
1,1,0,1,21,0,3,1,2,4,0,0,1,0,12.7,3.7,-1.7,1,1,9254,1,1,0,6,10,5,11.333.333.333.333.300,0,0,6,14,2,11.5,0,Matriculado
1,1,1,1,18,0,3,1,9,3,0,0,1,0,8.9,1.4,3.51,17,4,9119,1,1,0,5,5,5,13.6,0,0,5,6,5,14.6,0,Graduado
1,1,0,1,18,0,37,37,9,7,0,0,1,0,7.6,2.6,0.32,17,3,9119,1,1,0,5,10,0,0.0,0,0,5,10,2,11.5,4,Desistente
1,1,0,1,24,0,3,1,3,10,0,0,1,0,11.1,0.6,02.02,51,1,9670,1,1,0,6,11,5,12.857.142.857.142.800,0,0,6,12,5,13.666.666.666.666.600,0,Desistente
1,1,0,1,28,0,37,19,9,3,0,0,1,1,9.4,-0.8,-3.12,39,1,9119,1,1,0,5,16,3,14.333.333.333.333.300,0,0,5,9,5,12.428.571.428.571.400,0,Matriculado
1,1,1,0,19,0,19,38,7,9,0,0,1,1,12.4,0.5,1.79,17,1,9670,1,1,0,6,9,5,13.5,0,0,6,6,6,14.0,0,Graduado
1,1,0,0,28,0,3,3,4,2,0,0,1,0,11.1,0.6,02.02,51,1,9085,1,40,0,6,8,6,14.428.571.428.571.400,0,0,6,12,4,15.6,0,Matriculado
1,1,1,0,18,0,12,1,4,0,0,0,1,0,7.6,2.6,0.32,17,3,9853,1,1,0,6,12,0,0.0,0,0,6,12,0,0.0,0,Desistente
1,1,1,0,19,0,3,1,4,3,0,0,0,0,16.2,0.3,-0.92,1,1,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
1,1,1,0,19,0,1,1,4,4,0,0,1,1,9.4,-0.8,-3.12,1,1,9500,1,1,0,8,8,8,1.282.875,0,0,8,8,8,1.282.875,0,Graduado
1,1,1,0,21,0,39,3,3,2,0,0,1,0,10.8,1.4,1.74,43,1,9130,1,1,0,5,6,0,0.0,5,0,5,6,4,13.75,1,Graduado
1,1,1,0,18,0,1,19,4,5,0,1,1,0,13.9,-0.3,0.79,1,3,9500,1,1,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Desistente
1,1,1,0,19,0,3,19,1,5,0,0,1,0,9.4,-0.8,-3.12,1,4,9070,1,1,0,6,6,6,14.666.666.666.666.600,0,0,6,6,6,13.166.666.666.666.600,0,Graduado
1,1,1,0,19,0,38,38,7,7,0,0,1,0,10.8,1.4,1.74,17,2,9500,1,1,0,8,8,7,13.937.142.857.142.800,0,0,8,8,7,13.937.142.857.142.800,0,Graduado
1,1,1,0,20,0,3,1,2,10,0,0,1,0,15.5,2.8,-4.06,1,1,9070,1,1,7,12,12,10,14.7,0,8,12,12,12,14.583.333.333.333.300,0,Graduado
1,1,1,0,18,0,1,1,9,4,0,0,1,0,12.7,3.7,-1.7,1,2,9773,1,1,0,6,6,6,11.666.666.666.666.600,0,0,6,6,5,12.2,0,Graduado
1,1,1,0,20,0,37,37,9,9,0,0,1,0,7.6,2.6,0.32,43,4,9500,1,6,0,7,7,6,14.85,0,0,7,7,6,14.85,0,Graduado
1,1,0,0,26,0,19,37,7,90,0,0,1,0,10.8,1.4,1.74,39,1,9085,1,19,0,5,11,1,12.0,1,0,5,12,0,0.0,4,Desistente
1,1,1,0,18,0,3,1,3,4,0,0,1,0,13.9,-0.3,0.79,18,4,9500,1,1,0,7,8,7,136.875,0,0,8,9,8,15.622.222.222.222.200,0,Desistente
1,1,0,0,58,0,37,37,9,9,0,0,1,0,9.4,-0.8,-3.12,39,1,8014,0,1,0,6,14,5,12.4,0,0,6,10,5,11.6,0,Graduado
1,1,0,0,18,0,1,3,4,3,0,0,1,0,15.5,2.8,-4.06,1,2,9500,1,1,0,7,10,7,13.398,0,0,8,8,8,135.425,0,Graduado
1,1,1,0,20,0,1,1,4,3,0,0,1,0,12.4,0.5,1.79,44,1,9085,1,1,0,6,13,5,11.8,0,0,6,19,4,12.0,0,Matriculado
1,1,0,0,20,0,38,37,6,7,0,0,1,0,11.1,0.6,02.02,17,1,9991,0,1,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Desistente
1,1,1,0,29,0,37,37,9,9,0,0,1,0,9.4,-0.8,-3.12,2,1,9147,1,1,13,15,19,13,1.176.923.076.923.070,0,12,14,17,14,11.928.571.428.571.400,0,Graduado
1,1,0,0,27,0,1,1,4,10,0,1,0,0,16.2,0.3,-0.92,7,1,9238,1,3,0,6,8,0,0.0,0,0,5,6,0,0.0,0,Desistente
1,1,1,0,21,0,19,38,5,7,0,0,1,1,11.1,0.6,02.02,1,1,9085,1,1,0,6,8,6,13.285.714.285.714.200,0,0,6,11,6,13.0,0,Graduado
1,1,0,0,20,0,1,19,4,9,0,0,1,1,15.5,2.8,-4.06,1,1,9238,1,1,0,6,6,6,11.666.666.666.666.600,0,0,6,8,6,11.166.666.666.666.600,0,Graduado
1,1,0,0,19,0,19,38,3,7,0,0,1,1,11.1,0.6,02.02,17,1,9238,1,1,0,6,13,6,11.5,0,0,6,9,5,12.2,0,Graduado
1,1,1,0,22,0,37,38,6,6,0,0,1,1,11.1,0.6,02.02,1,1,9500,1,1,0,7,9,6,13.081.666.666.666.600,0,0,8,12,6,13.15,0,Graduado
1,1,1,0,19,0,38,37,9,7,0,0,1,1,15.5,2.8,-4.06,18,3,9070,1,1,0,6,6,6,12.666.666.666.666.600,0,0,6,6,6,13.0,0,Graduado
1,1,1,0,19,0,37,1,9,8,0,1,0,0,12.4,0.5,1.79,17,1,9773,1,1,0,6,6,3,11.333.333.333.333.300,0,0,6,6,0,0.0,0,Desistente
1,1,1,0,23,0,3,3,2,2,0,0,1,0,7.6,2.6,0.32,1,3,9853,1,1,0,6,8,5,13.6,0,0,6,8,5,11.6,0,Matriculado
1,1,1,0,18,0,1,1,4,4,0,0,1,1,12.4,0.5,1.79,1,3,9773,1,1,0,6,6,6,13.166.666.666.666.600,0,0,6,7,5,13.2,0,Desistente
1,1,0,0,19,0,1,19,4,8,0,0,1,0,12.7,3.7,-1.7,44,1,9130,1,39,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
1,1,1,0,20,0,1,1,4,3,0,0,1,0,12.4,0.5,1.79,44,1,9003,1,39,0,6,10,5,11.666.666.666.666.600,0,0,6,7,5,12.6,0,Graduado
1,1,1,0,19,0,1,38,9,7,0,0,1,1,11.1,0.6,02.02,1,4,9238,1,1,0,6,6,6,13.5,0,0,6,7,6,13.428.571.428.571.400,0,Graduado
1,1,1,0,26,0,37,37,9,9,0,1,0,1,13.9,-0.3,0.79,39,1,9085,1,19,0,6,7,0,0.0,0,0,6,6,0,0.0,0,Desistente
1,1,1,0,18,0,1,19,4,7,0,0,1,1,11.1,0.6,02.02,1,1,9238,1,1,0,6,6,6,13.166.666.666.666.600,0,0,6,7,6,14.142.857.142.857.100,0,Graduado
1,1,1,0,29,0,37,37,4,9,0,1,1,0,12.7,3.7,-1.7,1,1,9085,1,1,4,5,11,4,12.5,2,1,5,11,2,12.5,0,Desistente
1,1,1,0,20,0,3,1,2,6,0,0,0,0,16.2,0.3,-0.92,44,1,9003,1,39,0,6,10,6,13.375,0,0,6,10,6,13.0,0,Graduado
1,1,1,0,19,0,19,2,7,3,0,0,1,0,15.5,2.8,-4.06,1,1,9070,1,1,0,6,6,6,13.166.666.666.666.600,0,0,6,6,6,12.666.666.666.666.600,0,Graduado
1,1,1,0,23,0,1,1,4,4,0,0,1,0,12.4,0.5,1.79,44,1,9085,1,39,1,6,12,4,13.4,0,1,6,17,2,13.5,0,Matriculado
1,1,0,0,25,0,2,3,3,2,0,0,1,0,10.8,1.4,1.74,43,1,9556,1,1,2,7,10,3,13.0,0,1,8,10,3,11.666.666.666.666.600,4,Matriculado
1,1,1,0,18,0,3,3,1,1,0,0,1,0,10.8,1.4,1.74,18,1,9500,1,1,0,8,8,7,13.154.285.714.285.700,0,0,8,8,7,13.154.285.714.285.700,0,Graduado
1,1,1,0,19,0,1,38,4,7,0,0,1,1,9.4,-0.8,-3.12,1,3,9070,1,1,0,6,6,6,12.833.333.333.333.300,0,0,6,6,6,12.833.333.333.333.300,0,Graduado
1,1,1,0,18,0,1,19,5,5,0,0,1,0,12.4,0.5,1.79,17,2,9853,1,1,0,7,10,7,12.142.857.142.857.100,0,0,7,7,7,13.142.857.142.857.100,0,Graduado
1,1,1,0,19,0,1,19,4,4,0,0,1,1,12.4,0.5,1.79,1,2,9500,1,1,0,7,9,5,13.34,0,0,7,9,6,12.385.714.285.714.200,0,Matriculado
1,1,0,0,36,0,37,19,9,3,0,0,1,0,8.9,1.4,3.51,7,1,8014,0,40,6,10,15,4,13.0,0,5,9,10,4,13.75,0,Desistente
1,1,0,1,20,0,1,38,4,9,0,0,1,1,15.5,2.8,-4.06,44,1,9003,1,39,0,6,18,3,12.0,0,0,6,17,3,11.666.666.666.666.600,0,Matriculado
1,41,1,1,20,1,1,1,2,3,0,0,1,0,11.1,0.6,02.02,17,2,171,1,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
1,1,1,1,18,0,38,38,9,8,0,0,1,0,11.1,0.6,02.02,1,1,9238,1,1,0,6,9,5,11.0,0,0,6,12,0,0.0,0,Desistente
1,1,0,1,19,0,3,1,4,6,0,0,1,0,12.4,0.5,1.79,44,1,9003,1,39,0,6,8,5,11.5,0,0,6,11,6,11.333.333.333.333.300,0,Matriculado
1,1,1,1,20,0,1,44,4,2,0,1,0,0,8.9,1.4,3.51,17,1,9238,1,1,3,9,9,3,13.333.333.333.333.300,0,2,6,6,2,12.5,0,Desistente
1,1,1,1,18,0,19,19,4,7,0,0,1,0,15.5,2.8,-4.06,1,2,9500,1,1,0,7,9,7,14.594.444.444.444.400,0,0,8,10,8,13.472,0,Graduado
1,1,1,1,20,0,3,1,3,6,0,1,1,0,12.4,0.5,1.79,44,1,9130,1,39,2,6,9,4,11.0,0,1,6,13,3,10.666.666.666.666.600,0,Desistente
1,1,1,1,24,0,19,1,90,3,0,1,0,0,9.4,-0.8,-3.12,18,1,9119,1,1,0,5,8,0,0.0,0,0,5,5,0,0.0,0,Desistente
1,1,1,1,19,0,19,38,5,7,0,0,1,0,8.9,1.4,3.51,17,1,9773,1,1,0,6,6,0,0.0,0,0,6,0,0,0.0,0,Desistente
1,1,1,1,18,0,19,19,7,9,0,0,1,0,7.6,2.6,0.32,17,1,9119,1,1,0,5,9,1,12.0,0,0,5,10,2,12.0,3,Desistente
1,1,1,1,18,0,4,38,2,7,0,0,1,0,8.9,1.4,3.51,1,3,9119,1,1,0,5,8,5,14.0,0,0,5,6,5,13.2,0,Graduado
1,1,0,1,18,0,1,19,4,4,0,0,1,0,8.9,1.4,3.51,1,1,9254,1,1,0,6,8,6,13.571.428.571.428.500,0,0,6,7,5,11.8,0,Graduado
1,1,1,1,22,0,3,19,1,7,0,0,1,0,16.2,0.3,-0.92,43,2,9670,1,1,0,6,12,0,0.0,0,0,6,6,0,0.0,0,Desistente
1,1,0,1,19,0,19,38,9,9,0,0,1,0,11.1,0.6,02.02,1,1,9670,1,1,0,6,8,6,14.25,0,0,6,7,6,13.857.142.857.142.800,0,Graduado
2,1,1,0,32,0,1,39,5,3,0,1,0,0,13.9,-0.3,0.79,39,1,9085,1,12,0,6,7,0,0.0,0,0,6,6,0,0.0,0,Desistente
1,1,1,0,21,0,34,19,0,3,0,0,1,1,7.6,2.6,0.32,17,1,9853,1,1,0,6,12,0,0.0,0,0,6,12,0,0.0,0,Desistente
1,1,1,0,19,0,37,37,6,6,0,0,1,1,12.7,3.7,-1.7,18,1,9500,1,1,0,8,8,7,13.542.857.142.857.100,0,0,8,8,7,13.542.857.142.857.100,0,Graduado
4,1,0,0,39,0,38,37,9,9,0,0,1,1,12.7,3.7,-1.7,43,1,8014,0,1,3,9,9,9,1.311.111.111.111.110,0,2,7,10,7,11.714.285.714.285.700,0,Graduado
1,1,1,0,30,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,43,1,8014,0,10,3,9,11,9,12.666.666.666.666.600,0,2,7,7,7,12.142.857.142.857.100,0,Graduado
1,1,1,0,18,0,1,19,5,5,0,0,1,0,9.4,-0.8,-3.12,1,1,9147,1,1,0,5,10,4,10.75,1,0,5,13,2,10.0,0,Desistente
2,1,1,0,38,0,37,37,9,9,0,0,1,0,7.6,2.6,0.32,43,1,9991,0,1,4,10,14,4,10.75,0,2,10,10,2,10.0,0,Desistente
1,1,1,0,20,0,34,37,5,7,0,0,1,0,9.4,-0.8,-3.12,1,3,9070,1,1,0,6,6,6,13.666.666.666.666.600,0,0,6,6,6,13.333.333.333.333.300,0,Graduado
1,1,0,0,55,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,39,1,8014,0,19,0,6,6,6,13.833.333.333.333.300,0,1,6,6,6,12.833.333.333.333.300,0,Graduado
4,1,0,0,53,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,27,1,9070,1,2,15,18,18,17,13.176.470.588.235.200,0,13,18,18,16,13.0,0,Desistente
2,1,0,0,54,0,34,34,0,0,0,0,1,0,7.6,2.6,0.32,39,1,8014,0,1,0,6,8,4,12.75,0,0,6,12,5,12.6,0,Desistente
1,1,1,0,18,0,37,37,9,7,0,0,1,1,7.6,2.6,0.32,43,1,9500,1,1,0,7,8,5,12.86,0,0,7,8,5,12.86,0,Matriculado
1,1,0,0,44,0,37,37,9,8,0,1,0,0,8.9,1.4,3.51,39,1,8014,0,1,2,8,12,4,12.0,2,2,7,9,4,12.0,2,Desistente
1,1,1,0,28,0,37,37,9,6,0,0,1,0,10.8,1.4,1.74,43,1,9238,1,1,8,11,11,9,11.666.666.666.666.600,0,8,11,13,9,12.555.555.555.555.500,0,Graduado
