Estado civil,Nacionalidade,Migração,Sexo,Idade na matrícula,Estrangeiro,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Necessidades educacionais especiais,Devedor,Taxas de matrícula em dia,Bolsista,Taxa de desemprego,Taxa de inflação,PIB,Modo de inscrição,Ordem de inscrição,Curso,Período,Qualificação prévia,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (avaliações),disciplinas 1º semestre (aprovadas),disciplinas 1º semestre (notas),disciplinas 1º semestre (sem avaliações),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (avaliações),disciplinas 2º semestre (aprovadas),disciplinas 2º semestre (notas),disciplinas 2º semestre (sem avaliações),Target
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Outro - 11º ano de escolaridade,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,7.6,2.6,0.32,1,6,Gestão,Diurno,Educação secundária,0,5,8,3,12.333333333333334,0,0,5,7,4,12.0,0,Graduado
União Estável,Portuguesa,Não,Feminino,27,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,12.7,3.7,-1.7,39,1,Enfermagem,Diurno,Educação superior - licenciatura,0,8,8,7,15.94285714285714,0,0,8,8,7,15.94285714285714,0,Graduado
Solteiro,Portuguesa,Não,Feminino,27,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,15.5,2.8,-4.06,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,11.1,0.6,2.02,1,1,Serviço Social,Diurno,Educação secundária,0,6,10,4,10.25,0,0,6,8,6,10.714285714285714,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,9.4,-0.8,-3.12,17,1,Educação Básica,Diurno,Educação secundária,0,6,10,5,13.2,0,0,6,12,5,12.833333333333334,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,23,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Profissões das Forças Armadas,Não,Não,Sim,Sim,12.7,3.7,-1.7,1,1,Serviço Social (noturno),Noturno,Educação secundária,0,6,6,6,14.166666666666666,0,0,6,6,6,12.5,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,22,Não,9º ano de escolaridade - Não concluído,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Outras Situações,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Sim,7.6,2.6,0.32,43,1,Enfermagem,Diurno,Educação secundária,18,23,23,20,14.575,3,18,23,23,20,14.575,3,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,12.7,3.7,-1.7,17,2,Turismo,Diurno,Educação secundária,0,6,9,1,10.0,1,0,6,6,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Feminino,18,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,12.4,0.5,1.79,1,4,Serviço Social,Diurno,Educação secundária,0,6,7,6,12.285714285714286,0,0,6,8,6,11.428571428571429,0,Graduado
Solteiro,Portuguesa,Não,Feminino,31,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,10.8,1.4,1.74,39,1,Serviço Social (noturno),Noturno,Educação secundária,0,6,6,6,14.0,0,0,6,6,6,12.333333333333334,0,Graduado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,15.5,2.8,-4.06,17,4,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,8,4,11.25,0,0,6,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,7.6,2.6,0.32,1,1,Serviço Social,Diurno,Educação secundária,0,6,11,5,11.6,0,0,6,11,6,11.666666666666666,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,24,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,10.8,1.4,1.74,17,1,Serviço Social (noturno),Noturno,Educação secundária,0,6,12,1,12.0,0,0,6,12,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Técnicos de Nível Intermediário e Profissões Técnicas,Profissões das Forças Armadas,Não,Não,Sim,Não,15.5,2.8,-4.06,1,1,Enfermagem,Diurno,Educação secundária,0,7,10,7,13.47,0,0,8,8,8,13.32625,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,7.6,2.6,0.32,17,4,Gestão,Diurno,Educação secundária,0,5,6,5,12.4,0,0,5,5,5,12.8,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,26,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Não,Não,16.2,0.3,-0.92,39,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,9,3,11.75,0,0,6,11,4,11.5,3,Desistente
Solteiro,Brasileira,Sim,Masculino,27,Sim,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Sim,Não,Não,7.6,2.6,0.32,1,1,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,11.1,0.6,2.02,17,4,Serviço Social,Diurno,Educação secundária,0,6,7,6,12.0,0,0,6,7,6,12.428571428571429,0,Graduado
Casado,Portuguesa,Não,Feminino,29,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Executivos",Pessoal Administrativo,Não,Não,Sim,Não,9.4,-0.8,-3.12,39,1,Enfermagem Veterinária,Diurno,Educação secundária,0,5,8,5,15.333333333333334,2,0,5,6,5,15.4,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Sim,9.4,-0.8,-3.12,1,6,Enfermagem,Diurno,Educação secundária,0,8,8,8,12.32,0,0,8,8,8,12.32,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Profissões das Forças Armadas,Não,Não,Sim,Não,11.1,0.6,2.02,1,1,Enfermagem,Diurno,Educação secundária,0,7,7,7,13.79857142857143,0,0,8,8,8,14.75625,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Secundária,Funcionários Administrativos,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,15.5,2.8,-4.06,1,5,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,13.166666666666666,0,0,6,6,6,12.5,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,18,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Técnicos de Nível Intermediário e Profissões Técnicas,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,15.5,2.8,-4.06,1,1,Gestão,Diurno,Educação secundária,0,5,6,5,16.333333333333332,0,0,5,5,5,15.4,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Secundária,Educação Secundária,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Executivos",Pessoal Administrativo,Não,Não,Sim,Não,12.7,3.7,-1.7,42,1,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Superior - Mestrado,Educação Superior - Mestrado,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,12.4,0.5,1.79,17,4,Enfermagem,Diurno,Educação secundária,0,7,7,7,14.757142857142856,0,0,8,9,8,15.366666666666667,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,13.9,-0.3,0.79,17,4,Turismo,Diurno,Educação secundária,0,6,7,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Superior - Bacharel,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Especialistas em Atividades Intelectuais e Científicas,Trabalhadores Não Qualificados,Não,Não,Sim,Não,10.8,1.4,1.74,1,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,7,5,12.6,0,0,6,10,5,12.375,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,12.7,3.7,-1.7,1,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,11.666666666666666,0,0,6,6,6,11.5,0,Graduado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores",Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Sim,8.9,1.4,3.51,1,1,Serviço Social,Diurno,Educação secundária,0,6,6,6,15.0,0,0,6,6,6,13.333333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos",Trabalhadores Não Qualificados,Não,Sim,Não,Não,9.4,-0.8,-3.12,1,5,Enfermagem,Diurno,Educação secundária,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,13.9,-0.3,0.79,1,4,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,7,6,13.571428571428571,0,0,6,6,6,13.333333333333334,0,Graduado
Solteiro,Portuguesa,Não,Feminino,20,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Técnicos de Nível Intermediário e Profissões Técnicas,Profissões das Forças Armadas,Não,Não,Sim,Não,9.4,-0.8,-3.12,17,1,Turismo,Diurno,Educação secundária,0,6,8,5,10.8,0,0,6,9,4,11.5,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,21,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Executivos","Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Gerentes Executivos",Não,Não,Sim,Não,12.7,3.7,-1.7,1,1,Enfermagem Veterinária,Diurno,Educação secundária,0,5,8,3,11.333333333333334,1,0,5,8,3,13.333333333333334,0,Matriculado
Casado,Portuguesa,Não,Feminino,31,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,9.4,-0.8,-3.12,1,1,Gestão (noturno),Noturno,Educação superior - bacharelado,4,10,16,5,11.4,0,4,10,10,6,12.833333333333334,0,Desistente
Solteiro,Portuguesa,Não,Feminino,20,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos",Trabalhadores Não Qualificados,Não,Não,Sim,Sim,12.7,3.7,-1.7,1,1,Odontologia,Diurno,Educação secundária,0,7,14,7,10.642857142857142,0,0,8,8,8,11.55,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,8º ano de escolaridade,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,7.6,2.6,0.32,17,5,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,5,8,3,10.5,0,0,5,6,4,11.75,1,Matriculado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,7.6,2.6,0.32,1,1,Enfermagem,Diurno,Educação secundária,0,7,7,6,14.65,0,0,7,7,6,14.65,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,16.2,0.3,-0.92,17,3,Enfermagem,Diurno,Educação secundária,0,7,7,7,13.714285714285714,0,0,8,11,8,14.863636363636363,0,Graduado
Solteiro,Portuguesa,Não,Feminino,30,Não,Desconhecido,Desconhecido,Estudante,Estudante,Não,Não,Sim,Não,9.4,-0.8,-3.12,43,1,Serviço Social,Diurno,Educação secundária,9,16,19,15,12.266666666666667,0,11,13,14,13,12.071428571428571,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,21,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Não,12.7,3.7,-1.7,17,1,Serviço Social,Diurno,Educação secundária,0,6,11,6,10.375,0,0,6,12,3,11.666666666666666,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,12.4,0.5,1.79,18,1,Gestão,Diurno,Educação secundária,0,5,8,5,11.0,0,0,5,6,5,15.4,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,22,Não,Educação Secundária,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Funcionários Administrativos,Trabalhadores Não Qualificados,Não,Sim,Sim,Não,7.6,2.6,0.32,1,6,Gestão,Diurno,Educação secundária,0,5,5,5,13.8,0,0,5,5,5,13.0,0,Graduado
Solteiro,Portuguesa,Não,Feminino,18,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,11.1,0.6,2.02,1,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,12.666666666666666,0,0,6,6,6,12.833333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Superior - Bacharel,Educação Secundária,Técnicos de Nível Intermediário e Profissões Técnicas,Pessoal Administrativo,Não,Não,Sim,Não,12.7,3.7,-1.7,17,1,Serviço Social,Diurno,Educação secundária,0,6,8,6,11.75,0,0,6,10,5,12.0,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Sim,12.7,3.7,-1.7,1,3,Enfermagem,Diurno,Educação secundária,0,8,8,7,12.785714285714286,0,0,8,8,7,12.785714285714286,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Superior - Bacharel,Educação Secundária,Especialistas em Atividades Intelectuais e Científicas,Pessoal Administrativo,Não,Não,Sim,Não,16.2,0.3,-0.92,1,1,Zootecnia,Diurno,Educação secundária,0,6,11,6,14.444444444444445,0,0,6,6,6,13.333333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,21,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,13.9,-0.3,0.79,1,6,Enfermagem,Diurno,Educação secundária,0,7,8,6,13.25,0,0,8,8,8,13.8375,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Superior - Licenciatura,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Especialistas em Atividades Intelectuais e Científicas,Profissões das Forças Armadas,Não,Não,Sim,Não,13.9,-0.3,0.79,17,1,Enfermagem,Diurno,Educação secundária,0,7,9,7,12.50625,0,0,8,15,5,13.2,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Secundária,Educação superior - Grau (1º ciclo),Funcionários Administrativos,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,11.1,0.6,2.02,1,1,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,12.7,3.7,-1.7,1,1,Enfermagem Veterinária,Diurno,Educação secundária,0,5,8,4,12.75,1,0,5,10,4,11.75,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,25,Não,Educação Superior - Licenciatura,Educação Superior - Bacharel,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,13.9,-0.3,0.79,39,1,Enfermagem Veterinária,Diurno,Educação superior - licenciatura,1,6,7,6,16.857142857142858,0,1,6,6,6,16.5,0,Graduado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,16.2,0.3,-0.92,1,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,13.166666666666666,0,0,6,6,6,15.0,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Especialistas em Atividades Intelectuais e Científicas,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,7.6,2.6,0.32,1,1,Educação Básica,Diurno,Educação secundária,0,6,9,5,12.2,0,0,6,10,4,11.5,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,26,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Secundária,Trabalhadores Não Qualificados,Profissões das Forças Armadas,Não,Não,Sim,Não,8.9,1.4,3.51,39,1,Enfermagem Veterinária,Diurno,Educação secundária,0,6,7,6,16.5,0,0,6,8,6,14.285714285714286,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,21,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,12.4,0.5,1.79,17,2,Gestão,Diurno,Educação secundária,0,5,10,4,11.75,0,0,5,6,5,11.6,0,Graduado
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Especialistas em Atividades Intelectuais e Científicas,Trabalhadores Não Qualificados,Não,Não,Sim,Não,13.9,-0.3,0.79,1,1,Gestão,Diurno,Educação secundária,0,5,14,1,11.0,0,0,5,6,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Feminino,19,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,12.7,3.7,-1.7,17,1,Enfermagem,Diurno,Educação secundária,0,8,8,7,15.114285714285714,0,0,8,8,7,15.114285714285714,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Sim,16.2,0.3,-0.92,1,1,Serviço Social,Diurno,Educação secundária,0,6,8,6,15.5,0,0,6,7,6,14.285714285714286,0,Graduado
Casado,Portuguesa,Não,Feminino,32,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,10.8,1.4,1.74,43,1,Gestão (noturno),Noturno,Educação secundária,3,10,12,7,11.142857142857142,0,4,10,10,8,12.0,0,Graduado
Solteiro,Portuguesa,Não,Feminino,18,Não,Educação Superior - Bacharel,Educação Secundária,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Sim,15.5,2.8,-4.06,1,1,Serviço Social,Diurno,Educação secundária,0,6,6,6,11.333333333333334,0,0,6,8,6,11.333333333333334,0,Graduado
Solteiro,Portuguesa,Não,Feminino,20,Não,Educação Secundária,Educação Secundária,Técnicos de Nível Intermediário e Profissões Técnicas,Pessoal Administrativo,Não,Não,Sim,Não,12.4,0.5,1.79,1,5,Enfermagem,Diurno,Educação secundária,0,7,9,5,12.04,0,0,7,9,6,11.77142857142857,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,20,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,15.5,2.8,-4.06,17,3,Gestão,Diurno,Educação secundária,0,5,7,5,11.166666666666666,0,0,5,9,4,10.75,0,Matriculado
Divorciado,Portuguesa,Não,Feminino,39,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Funcionários Administrativos,Profissões das Forças Armadas,Não,Sim,Sim,Sim,9.4,-0.8,-3.12,39,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,5,6,5,10.6,0,0,5,7,4,10.75,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Secundária,Educação Secundária,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,12.7,3.7,-1.7,1,1,Zootecnia,Diurno,Educação secundária,0,5,10,4,12.5,0,0,5,12,2,13.0,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Superior - Bacharel,Educação Secundária,Funcionários Administrativos,Pessoal Administrativo,Não,Sim,Não,Não,12.4,0.5,1.79,1,1,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Feminino,18,Não,Educação Superior - Licenciatura,Educação Secundária,Professores,Técnicos em tecnologia da informação e comunicação,Não,Sim,Sim,Sim,8.9,1.4,3.51,17,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,15.666666666666666,0,0,6,6,6,13.833333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,21,Não,Educação Superior - Bacharel,Educação Superior - Bacharel,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,Não,Não,Sim,Não,8.9,1.4,3.51,1,1,Animação e Design Multimídia,Diurno,Educação secundária,6,12,12,12,15.333333333333334,0,4,11,15,11,15.0,0,Graduado
